"GCODE";"Ost";"Nord";"AWGN ID";"Messstelle";"Gewässer";"Parameter";"Jahr";"Datum";"Vorzeichen";"Messwert";"Bestimmungsgrenze";"Dimension";"Medium";"Probeart"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"28.03.2011";"-";"12,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"11.04.2011";"-";"16,8";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"27.04.2011";"-";"18,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"09.05.2011";"-";"19,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"23.05.2011";"-";"20,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"06.06.2011";"-";"22";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"20.06.2011";"-";"20,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"04.07.2011";"-";"21,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"18.07.2011";"-";"20,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"01.08.2011";"-";"20,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"15.08.2011";"-";"21,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"29.08.2011";"-";"23";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"12.09.2011";"-";"21,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"26.09.2011";"-";"20";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"10.10.2011";"-";"18";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"24.10.2011";"-";"13";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"07.11.2011";"-";"13,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"21.11.2011";"-";"11,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"05.12.2011";"-";"10,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2011";"19.12.2011";"-";"7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"09.01.2012";"-";"6,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"23.01.2012";"-";"6,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"06.02.2012";"-";"2,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"21.02.2012";"-";"5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"05.03.2012";"-";"8,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"19.03.2012";"-";"10,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"02.04.2012";"-";"12,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"16.04.2012";"-";"11,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"30.04.2012";"-";"15,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"14.05.2012";"-";"16,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"29.05.2012";"-";"18,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"11.06.2012";"-";"18,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"25.06.2012";"-";"20,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"09.07.2012";"-";"21";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"23.07.2012";"-";"20,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"06.08.2012";"-";"24";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"20.08.2012";"-";"26";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"03.09.2012";"-";"20,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"17.09.2012";"-";"20,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"01.10.2012";"-";"17,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"15.10.2012";"-";"14,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"29.10.2012";"-";"11,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"12.11.2012";"-";"11";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"26.11.2012";"-";"11,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2012";"10.12.2012";"-";"7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"07.01.2013";"-";"8,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"21.01.2013";"-";"5,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"04.02.2013";"-";"6,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"18.02.2013";"-";"6,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"04.03.2013";"-";"6,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"18.03.2013";"-";"7,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"02.04.2013";"-";"7,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"15.04.2013";"-";"12";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"29.04.2013";"-";"12,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"13.05.2013";"-";"14,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"27.05.2013";"-";"12,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"10.06.2013";"-";"16";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"24.06.2013";"-";"18,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"08.07.2013";"-";"20,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"22.07.2013";"-";"24,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"05.08.2013";"-";"24,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"19.08.2013";"-";"22,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"02.09.2013";"-";"21,8";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"16.09.2013";"-";"18,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"01.10.2013";"-";"17,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"14.10.2013";"-";"15,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"28.10.2013";"-";"15,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"11.11.2013";"-";"12";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"25.11.2013";"-";"8,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"09.12.2013";"-";"8";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2013";"18.12.2013";"-";"7,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"07.01.2014";"-";"7,8";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"20.01.2014";"-";"8,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"03.02.2014";"-";"4,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"17.02.2014";"-";"8";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"03.03.2014";"-";"9,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"17.03.2014";"-";"10,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"31.03.2014";"-";"13,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"14.04.2014";"-";"15,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"28.04.2014";"-";"16,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"12.05.2014";"-";"15,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"26.05.2014";"-";"19,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"10.06.2014";"-";"23,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"23.06.2014";"-";"22,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"07.07.2014";"-";"22,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"21.07.2014";"-";"21,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"04.08.2014";"-";"21,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"18.08.2014";"-";"18,8";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"01.09.2014";"-";"19,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"15.09.2014";"-";"20,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"29.09.2014";"-";"19,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"13.10.2014";"-";"18,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"27.10.2014";"-";"15,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"10.11.2014";"-";"12,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"24.11.2014";"-";"11,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2014";"08.12.2014";"-";"10,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"05.01.2015";"-";"6,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"19.01.2015";"-";"6,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"02.02.2015";"-";"6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"16.02.2015";"-";"6,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"02.03.2015";"-";"7,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"16.03.2015";"-";"9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"30.03.2015";"-";"10,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"13.04.2015";"-";"12,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"27.04.2015";"-";"15,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"11.05.2015";"-";"15,8";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"26.05.2015";"-";"16,1";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"08.06.2015";"-";"20,8";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"22.06.2015";"-";"18,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"06.07.2015";"-";"25,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"20.07.2015";"-";"25,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"03.08.2015";"-";"23,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"17.08.2015";"-";"23,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"31.08.2015";"-";"25,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"14.09.2015";"-";"21,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"28.09.2015";"-";"17,8";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"12.10.2015";"-";"16,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"26.10.2015";"-";"15,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"09.11.2015";"-";"15,4";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"23.11.2015";"-";"11,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"07.12.2015";"-";"10,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2015";"21.12.2015";"-";"10,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"04.01.2016";"-";"9,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"18.01.2016";"-";"5,6";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"01.02.2016";"-";"8,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"15.02.2016";"-";"6,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"29.02.2016";"-";"6,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"14.03.2016";"-";"9,5";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"29.03.2016";"-";"10,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"11.04.2016";"-";"12,3";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"25.04.2016";"-";"11";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"09.05.2016";"-";"15,7";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"23.05.2016";"-";"15,2";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"06.06.2016";"-";"17,9";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
"CXX426";"460.534";"5.481.373";"6.187";"Mannheim, Rhein (CXX426)";"Rhein";"Temperatur";"2016";"20.06.2016";"-";"17";"0";"°C";"Oberflaechengewaesser";"Stichprobe"
